author_no_yes_correct,author_no_yes_pred,best_ensemble_correct,best_ensemble_pred,bounds_keyword_count,char_len,cwe,error_handling_keyword_count,idx,lifecycle_keyword_count,line_count,memory_api_count,null_keyword_count,old_rag_correct,old_rag_pred,patch_contrast_correct,patch_contrast_pred,positive_weighted_rag_correct,positive_weighted_rag_pred,project,retrieval_pos_neg_margin_max,retrieval_top1_score,target,token_len_approx,yes_only_correct,yes_only_pred,zero_shot_correct,zero_shot_pred,base_pred_column,base_pred,repair_verifier_available,repair_verifier_pred,repair_present,repair_type,repair_confidence,repair_evidence,repair_reason,repair_policy_skip_reason,repair_override,repair_applied_pred,repair_applied_correct
1,1,1,1,33,3363,CWE-200,31,204017,0,132,2,8,0,0,1,1,1,1,squashfs-tools,0.006322681903839111,0.9379671812057495,1,824,1,1,1,1,best_ensemble_pred,1,0,,,,,,,,0,1,1
1,1,1,1,29,3071,CWE-200,31,204019,0,118,2,8,0,0,1,1,1,1,squashfs-tools,0.007493793964385986,0.9310237765312195,1,755,1,1,1,1,best_ensemble_pred,1,0,,,,,,,,0,1,1
1,1,1,1,0,348,CWE-772,0,204032,0,17,0,0,1,1,1,1,1,1,linux,0.006537139415740967,0.9494297504425049,1,75,1,1,1,1,best_ensemble_pred,1,0,,,,,,,,0,1,1
1,1,1,1,8,1016,CWE-787,15,204036,0,50,0,0,1,1,1,1,1,1,net,0.0004227757453918457,0.908596932888031,1,234,1,1,1,1,best_ensemble_pred,1,0,,,,,,,,0,1,1
1,1,1,1,2,737,CWE-415,13,204073,7,37,9,5,1,1,1,1,0,0,shapelib,0.004907548427581787,0.9399808645248413,1,227,1,1,1,1,best_ensemble_pred,1,0,,,,,,,,0,1,1
1,1,1,1,0,3567,CWE-617,13,204115,0,161,0,0,1,1,1,1,1,1,openldap,0.03535944223403931,0.9999999403953552,1,996,1,1,1,1,best_ensemble_pred,1,0,,,,,,,,0,1,1
1,1,1,1,2,6800,CWE-369,11,204137,4,201,7,5,1,1,1,1,1,1,poppler,0.001421213150024414,0.9385243654251099,1,2168,1,1,1,1,best_ensemble_pred,1,0,,,,,,,,0,1,1
1,1,1,1,3,558,CWE-125,0,204195,1,19,0,0,1,1,1,1,1,1,pjproject,-0.0014352798461914062,0.953692615032196,1,143,1,1,1,1,best_ensemble_pred,1,0,,,,,,,,0,1,1
0,0,0,0,10,6093,CWE-787,31,204243,3,271,1,8,0,0,0,0,0,0,vim,0.013030469417572021,0.958290696144104,1,1470,0,0,0,0,best_ensemble_pred,0,0,,,,,,,,0,0,0
0,0,1,1,0,876,CWE-94,6,204278,0,32,1,3,1,1,1,1,1,1,firejail,0.0046634674072265625,0.954625129699707,1,255,1,1,1,1,best_ensemble_pred,1,0,,,,,,,,0,1,1
1,1,1,1,3,1824,CWE-125,4,204351,1,47,0,0,1,1,1,1,0,0,squirrel,0.0013510584831237793,0.9342229962348938,1,353,0,0,1,1,best_ensemble_pred,1,0,,,,,,,,0,1,1
1,1,1,1,8,1123,CWE-787,10,204412,0,42,0,3,0,0,1,1,1,1,bpf,0.0005410909652709961,0.9561519622802734,1,249,1,1,1,1,best_ensemble_pred,1,0,,,,,,,,0,1,1
1,1,1,1,11,2808,CWE-125,7,204425,0,107,1,0,1,1,1,1,1,1,frr,0.0017221570014953613,0.9302739500999451,1,612,1,1,1,1,best_ensemble_pred,1,0,,,,,,,,0,1,1
1,1,1,1,10,16612,CWE-617,90,204438,2,475,2,44,1,1,1,1,1,1,ImageMagick,0.0018204450607299805,0.9537286162376404,1,3160,1,1,1,1,best_ensemble_pred,1,0,,,,,,,,0,1,1
1,1,1,1,0,636,CWE-193,3,204495,0,21,0,0,1,1,1,1,1,1,linux,-0.004546821117401123,0.9548196792602539,1,144,1,1,1,1,best_ensemble_pred,1,0,,,,,,,,0,1,1
1,1,1,1,5,2388,CWE-125,4,204534,0,76,5,0,1,1,1,1,1,1,admesh,-0.0008477568626403809,0.9157049059867859,1,607,1,1,1,1,best_ensemble_pred,1,0,,,,,,,,0,1,1
0,0,1,1,0,620,CWE-125,2,204535,0,16,0,0,0,0,1,1,1,1,admesh,-0.009372830390930176,0.9336001873016357,1,163,1,1,1,1,best_ensemble_pred,1,0,,,,,,,,0,1,1
1,1,1,1,2,8029,CWE-416,21,204544,3,297,7,3,1,1,1,1,1,1,linux,0.0054489970207214355,0.9405232667922974,1,1899,1,1,1,1,best_ensemble_pred,1,1,1,False,added_guard,high,"Target uses kzalloc and kcalloc with proper NULL checks and kfree(dev) on failure, but this is a different driver (em28xx) with different variables (dev, dev->alt_max_pkt_size_isoc) and does not address the historical raremono use-after-free on error paths.","The target function contains allocation guards for different variables in a different driver, and does not contain the specific historical repair obligation of replacing devm_kmalloc with kmalloc and adding kfree cleanup for the raremono_device.",verifier_not_no,0,1,1
1,1,1,1,0,827,CWE-703,3,204814,2,35,3,1,1,1,1,1,0,0,linux,0.005205512046813965,0.9575507640838623,1,199,1,1,1,1,best_ensemble_pred,1,0,,,,,,,,0,1,1
0,0,1,1,0,422,CWE-200,3,204830,0,17,0,0,1,1,0,0,0,0,linux,-0.0009312033653259277,0.9559057950973511,1,96,1,1,0,0,best_ensemble_pred,1,0,,,,,,,,0,1,1
0,0,0,0,0,1193,CWE-94,5,205630,0,42,0,0,0,0,0,0,0,0,linux,0.0026851892471313477,0.9554912447929382,1,282,0,0,0,0,best_ensemble_pred,0,0,,,,,,,,0,0,0
1,1,1,1,5,1196,CWE-787,34,205734,1,65,3,9,1,1,1,1,1,1,rizin,-0.002020120620727539,0.9506011009216309,1,355,1,1,1,1,best_ensemble_pred,1,0,,,,,,,,0,1,1
0,0,0,0,0,110,CWE-834,0,205736,0,4,0,0,0,0,0,0,0,0,linux,-0.002780616283416748,0.933734118938446,1,25,0,0,0,0,best_ensemble_pred,0,0,,,,,,,,0,0,0
1,1,1,1,4,1794,CWE-269,20,205806,1,88,0,9,1,1,1,1,1,1,Singular,0.006890654563903809,0.9384090900421143,1,504,1,1,1,1,best_ensemble_pred,1,0,,,,,,,,0,1,1
0,0,1,1,1,991,CWE-401,0,205823,0,25,0,0,0,0,1,1,0,0,ovs,-0.0015590786933898926,0.9436839818954468,1,165,1,1,0,0,best_ensemble_pred,1,0,,,,,,,,0,1,1
0,0,0,0,0,295,CWE-200,1,206025,0,11,0,0,0,0,0,0,0,0,evolution-data-server,-0.00047409534454345703,0.9389800429344177,1,58,0,0,0,0,best_ensemble_pred,0,0,,,,,,,,0,0,0
1,1,1,1,14,7841,CWE-125,21,206043,7,274,1,1,1,1,1,1,1,1,gimp,0.005370199680328369,0.9845808148384094,1,1543,1,1,1,1,best_ensemble_pred,1,0,,,,,,,,0,1,1
1,1,1,1,16,2972,CWE-672,4,206044,0,130,0,0,1,1,1,1,1,1,tigervnc,0.00208204984664917,0.9426440596580505,1,764,1,1,1,1,best_ensemble_pred,1,0,,,,,,,,0,1,1
1,1,1,1,3,9072,CWE-787,33,206262,3,362,0,11,1,1,0,0,1,1,vim,0.0052356719970703125,0.9511356353759766,1,2095,1,1,1,1,best_ensemble_pred,1,0,,,,,,,,0,1,1
1,1,1,1,0,5477,CWE-416,28,206273,8,177,8,8,1,1,0,0,0,0,radare2,0.0028003454208374023,0.9434003829956055,1,1473,1,1,1,1,best_ensemble_pred,1,0,,,,,,,,0,1,1
0,0,0,0,5,10082,CWE-787,22,206417,16,400,5,7,1,1,0,0,0,0,vim,0.006507396697998047,0.9634653329849243,1,2212,0,0,0,0,best_ensemble_pred,0,0,,,,,,,,0,0,0
1,1,1,1,3,400,CWE-119,2,206555,0,24,1,0,1,1,1,1,0,0,php-src,-0.009549558162689209,0.9633285403251648,1,116,1,1,1,1,best_ensemble_pred,1,0,,,,,,,,0,1,1
1,1,1,1,0,1594,CWE-119,2,206588,0,84,0,0,1,1,1,1,1,1,php-src,0.03166073560714722,0.9971367120742798,1,446,1,1,1,1,best_ensemble_pred,1,1,1,False,added_guard,high,The target function gdImageFillToBorder contains no overflow2 checks or any equivalent integer overflow guards before its recursive pixel operations.,"The historical repair adds overflow2 guards to gdImageCreate to prevent integer overflow during memory allocation, which is a bounds/shape check absent from the entirely different target function gdImageFillToBorder.",verifier_not_no,0,1,1
1,1,1,1,10,8295,CWE-787,25,206625,0,220,1,5,1,1,1,1,1,1,raptor,0.0026696324348449707,0.9191532731056213,1,1343,1,1,1,1,best_ensemble_pred,1,0,,,,,,,,0,1,1
1,1,1,1,2,1465,CWE-703,15,206639,0,64,0,1,1,1,1,1,0,0,linux,0.003998160362243652,0.9469802379608154,1,319,1,1,1,1,best_ensemble_pred,1,0,,,,,,,,0,1,1
1,1,1,1,12,18843,CWE-924,75,206670,3,536,11,6,0,0,1,1,1,1,nbdkit,0.004711747169494629,0.9478967189788818,1,3183,1,1,1,1,best_ensemble_pred,1,0,,,,,,,,0,1,1
0,0,1,1,2,6235,CWE-122,11,206676,4,242,0,4,0,0,0,0,0,0,vim,0.0018655657768249512,0.9562565088272095,1,1325,1,1,0,0,best_ensemble_pred,1,1,1,False,added_guard,high,"Target function update_topline() contains no PBYTE calls, no gchar_cursor() checks, and no done flag tracking.","The historical repair guards a PBYTE operation in a completely different function (op_replace), which is absent in the target function update_topline(), making the specific repair obligation irrelevant to this target.",verifier_not_no,0,1,1
1,1,1,1,13,5339,CWE-703,25,206677,0,211,0,10,0,0,0,0,1,1,vim,0.00909888744354248,0.9459242224693298,1,1334,1,1,1,1,best_ensemble_pred,1,0,,,,,,,,0,1,1
1,1,1,1,0,1260,CWE-191,5,206771,1,39,2,1,1,1,1,1,1,1,qcad,0.007275938987731934,0.9075237512588501,1,283,1,1,1,1,best_ensemble_pred,1,0,,,,,,,,0,1,1
1,1,1,1,0,2044,CWE-476,7,206781,1,70,4,0,1,1,1,1,1,1,linux,0.002236664295196533,0.9475857615470886,1,448,1,1,1,1,best_ensemble_pred,1,1,1,False,bounds_or_shape_check,high,"The historical repair resets rm->atomic.op_active in an RDMA error path, while the target function is a UDF filesystem inode expansion routine with no rm or atomic operations.","The historical repair evidence involves resetting a specific RDMA atomic operation state variable on an error path, which is entirely unrelated to the target UDF filesystem function and its operations.",verifier_not_no,0,1,1
1,1,1,1,13,5146,CWE-125,21,206815,0,161,1,5,1,1,1,1,1,1,ImageMagick,0.01662522554397583,1.000000238418579,1,1004,1,1,1,1,best_ensemble_pred,1,0,,,,,,,,0,1,1
0,0,0,0,1,352,CWE-125,1,206845,0,14,0,0,0,0,0,0,0,0,linux,-0.0020926594734191895,0.9450438022613525,1,99,0,0,0,0,best_ensemble_pred,0,0,,,,,,,,0,0,0
1,1,1,1,4,3520,CWE-125,14,206942,0,158,0,2,1,1,1,1,1,1,vim,0.01133495569229126,0.959471583366394,1,1009,1,1,1,1,best_ensemble_pred,1,0,,,,,,,,0,1,1
1,1,1,1,2,4177,CWE-703,4,206946,0,168,1,0,1,1,0,0,0,0,jasper,0.005607903003692627,0.9437704682350159,1,861,1,1,1,1,best_ensemble_pred,1,0,,,,,,,,0,1,1
1,1,1,1,5,422,CWE-120,3,207068,0,24,1,0,1,1,1,1,1,1,linux,0.0007942914962768555,0.9575738906860352,1,99,1,1,1,1,best_ensemble_pred,1,0,,,,,,,,0,1,1
1,1,1,1,5,415,CWE-120,3,207069,0,23,1,0,1,1,1,1,1,1,linux,0.000694572925567627,0.952534556388855,1,99,0,0,1,1,best_ensemble_pred,1,0,,,,,,,,0,1,1
1,1,1,1,0,600,CWE-703,3,207150,0,18,0,0,0,0,0,0,0,0,squirrel,-0.00350266695022583,0.9324642419815063,1,157,1,1,1,1,best_ensemble_pred,1,0,,,,,,,,0,1,1
1,1,1,1,5,10784,CWE-787,71,207461,24,354,2,0,1,1,1,1,1,1,autotrace,0.0018341541290283203,0.9498216509819031,1,2831,1,1,1,1,best_ensemble_pred,1,0,,,,,,,,0,1,1
1,1,1,1,3,1456,CWE-787,3,207520,2,39,2,1,1,1,1,1,0,0,rizin,0.004257678985595703,0.9442353844642639,1,324,1,1,1,1,best_ensemble_pred,1,0,,,,,,,,0,1,1
1,1,1,1,0,225,CWE-362,1,207700,0,7,0,0,1,1,1,1,1,1,EternalTerminal,-0.002542257308959961,0.9274104237556458,1,54,1,1,1,1,best_ensemble_pred,1,0,,,,,,,,0,1,1
1,1,1,1,1,823,CWE-362,1,207703,0,26,0,0,1,1,1,1,1,1,EternalTerminal,0.003842949867248535,0.9585580825805664,1,204,1,1,1,1,best_ensemble_pred,1,0,,,,,,,,0,1,1
0,0,1,1,0,569,CWE-787,1,207719,0,26,0,0,1,1,0,0,1,1,vim,-0.0014399886131286621,0.9650080800056458,1,135,0,0,0,0,best_ensemble_pred,1,0,,,,,,,,0,1,1
1,1,1,1,10,988,CWE-284,5,207753,0,47,0,0,1,1,1,1,1,1,linux,0.015137910842895508,0.954790472984314,1,265,1,1,1,1,best_ensemble_pred,1,0,,,,,,,,0,1,1
1,1,1,1,16,1062,CWE-284,4,207754,0,47,0,0,1,1,1,1,1,1,linux,0.014208376407623291,0.9764875173568726,1,278,1,1,1,1,best_ensemble_pred,1,0,,,,,,,,0,1,1
1,1,1,1,0,2116,CWE-200,13,207755,0,70,2,6,1,1,1,1,1,1,php-src,0.09088438749313354,1.0,1,475,1,1,1,1,best_ensemble_pred,1,0,,,,,,,,0,1,1
1,1,1,1,2,4121,CWE-703,33,207780,1,167,1,12,1,1,1,1,1,1,radare2,0.007974445819854736,0.9657679796218872,1,1022,1,1,1,1,best_ensemble_pred,1,0,,,,,,,,0,1,1
0,0,0,0,10,1703,CWE-200,3,207803,0,64,0,0,0,0,0,0,0,0,linux,0.0007123947143554688,0.9385461807250977,1,434,0,0,0,0,best_ensemble_pred,0,0,,,,,,,,0,0,0
0,0,0,0,0,384,CWE-200,0,207804,0,16,0,0,0,0,0,0,0,0,linux,-0.0010606050491333008,0.9330142140388489,1,76,0,0,0,0,best_ensemble_pred,0,0,,,,,,,,0,0,0
0,0,0,0,27,4749,CWE-703,3,207990,2,217,0,1,1,1,0,0,0,0,pcre2,0.006703197956085205,0.943650484085083,1,989,0,0,0,0,best_ensemble_pred,0,0,,,,,,,,0,0,0
0,0,1,1,0,913,CWE-703,4,208107,0,44,0,0,0,0,0,0,0,0,linux,0.0027914047241210938,0.9406047463417053,1,246,1,1,1,1,best_ensemble_pred,1,0,,,,,,,,0,1,1
1,1,1,1,1,2285,CWE-703,14,208115,1,89,0,2,0,0,0,0,0,0,linux,0.0033530592918395996,0.9390450716018677,1,561,1,1,1,1,best_ensemble_pred,1,0,,,,,,,,0,1,1
0,0,0,0,1,7619,CWE-200,29,208140,2,310,2,8,0,0,0,0,0,0,util-linux,0.0038117170333862305,0.9381383657455444,1,1797,0,0,0,0,best_ensemble_pred,0,0,,,,,,,,0,0,0
1,1,1,1,15,2208,CWE-787,15,208370,1,96,0,7,1,1,1,1,1,1,vim,0.0048635005950927734,0.9475947618484497,1,549,1,1,1,1,best_ensemble_pred,1,0,,,,,,,,0,1,1
1,1,1,1,76,16023,CWE-787,32,208411,9,604,2,4,1,1,1,1,0,0,vim,0.004965364933013916,0.9509167671203613,1,3997,1,1,1,1,best_ensemble_pred,1,0,,,,,,,,0,1,1
1,1,1,1,10,17737,CWE-399,149,208505,0,536,3,21,1,1,0,0,1,1,tor,0.012594461441040039,0.9442147612571716,1,3819,1,1,1,1,best_ensemble_pred,1,0,,,,,,,,0,1,1
1,1,1,1,15,31845,CWE-476,225,208506,15,1038,16,60,0,0,1,1,1,1,heimdal,0.00517582893371582,0.9382337331771851,1,6385,1,1,1,1,best_ensemble_pred,1,0,,,,,,,,0,1,1
1,1,1,1,3,2520,CWE-190,3,208522,1,70,3,0,1,1,1,1,1,1,unbound,0.005280971527099609,0.9452822208404541,1,529,1,1,1,1,best_ensemble_pred,1,0,,,,,,,,0,1,1
0,0,0,0,0,1598,CWE-787,3,208525,1,70,2,0,0,0,0,0,0,0,vim,-0.001190483570098877,0.9264791011810303,1,368,0,0,0,0,best_ensemble_pred,0,0,,,,,,,,0,0,0
0,0,1,1,0,148,CWE-415,3,208535,0,5,0,1,0,0,0,0,0,0,rizin,-0.006289303302764893,0.9389716386795044,1,41,1,1,0,0,best_ensemble_pred,1,0,,,,,,,,0,1,1
0,0,0,0,1,4635,CWE-416,15,208654,0,85,1,7,0,0,0,0,0,0,php-src,0.000661015510559082,0.944227933883667,1,572,0,0,0,0,best_ensemble_pred,0,0,,,,,,,,0,0,0
1,1,1,1,14,13139,CWE-416,39,208680,4,464,5,10,1,1,0,0,1,1,radare2,0.010909676551818848,0.9638922214508057,1,3167,1,1,1,1,best_ensemble_pred,1,0,,,,,,,,0,1,1
0,0,0,0,6,25369,CWE-416,92,208912,16,1011,5,12,0,0,0,0,0,0,vim,0.006352066993713379,0.9475705623626709,1,5322,0,0,0,0,best_ensemble_pred,0,0,,,,,,,,0,0,0
1,1,1,1,0,240,CWE-416,0,208987,4,16,4,0,1,1,1,1,1,1,MilkyTracker,-0.001404881477355957,0.9147458076477051,1,57,1,1,1,1,best_ensemble_pred,1,0,,,,,,,,0,1,1
1,1,1,1,0,634,CWE-119,4,209026,0,22,0,1,1,1,1,1,1,1,libvirt,0.0014722347259521484,0.938359260559082,1,119,1,1,1,1,best_ensemble_pred,1,0,,,,,,,,0,1,1
1,1,1,1,6,22314,CWE-703,65,209102,21,829,1,20,0,0,0,0,0,0,vim,0.003345966339111328,0.9430056810379028,1,4619,1,1,0,0,best_ensemble_pred,1,0,,,,,,,,0,1,1
1,1,1,1,0,205,CWE-476,0,209801,0,12,0,0,0,0,0,0,0,0,mujs,-0.005639076232910156,0.9336884021759033,1,61,1,1,1,1,best_ensemble_pred,1,0,,,,,,,,0,1,1
1,1,1,1,1,1581,CWE-190,14,209931,1,63,2,3,0,0,1,1,1,1,FreeRDP,0.003398001194000244,0.9472706317901611,1,340,1,1,1,1,best_ensemble_pred,1,0,,,,,,,,0,1,1
0,0,0,0,5,5021,CWE-476,18,209955,0,182,0,0,0,0,0,0,0,0,linux,0.0020920634269714355,0.9595833420753479,1,1048,0,0,0,0,best_ensemble_pred,0,0,,,,,,,,0,0,0
0,0,0,0,0,467,CWE-125,0,210050,1,12,0,0,0,0,0,0,0,0,lua,-0.00668489933013916,0.9269116520881653,1,133,0,0,0,0,best_ensemble_pred,0,0,,,,,,,,0,0,0
1,1,1,1,19,3962,CWE-787,32,210090,1,155,2,4,1,1,1,1,1,1,file,0.005697190761566162,0.9492462873458862,1,1105,1,1,1,1,best_ensemble_pred,1,0,,,,,,,,0,1,1
0,0,0,0,2,94,CWE-787,1,210203,0,4,0,0,0,0,0,0,0,0,linux,0.0014455914497375488,0.9355863332748413,1,19,0,0,0,0,best_ensemble_pred,0,0,,,,,,,,0,0,0
1,1,1,1,1,1036,CWE-362,4,210204,0,38,2,0,1,1,0,0,1,1,linux,0.0030843615531921387,0.9207637310028076,1,241,0,0,1,1,best_ensemble_pred,1,0,,,,,,,,0,1,1
1,1,1,1,19,11324,CWE-400,33,210206,1,338,10,15,1,1,1,1,1,1,squid,0.005326449871063232,0.9489759802818298,1,1942,1,1,1,1,best_ensemble_pred,1,0,,,,,,,,0,1,1
1,1,1,1,134,15720,CWE-787,49,210252,0,415,2,9,1,1,1,1,1,1,ImageMagick,0.005995392799377441,0.9783201217651367,1,3792,1,1,1,1,best_ensemble_pred,1,0,,,,,,,,0,1,1
1,1,1,1,1,2143,CWE-787,8,210271,1,97,0,1,1,1,1,1,1,1,vim,0.012174487113952637,0.9910577535629272,1,543,1,1,1,1,best_ensemble_pred,1,0,,,,,,,,0,1,1
0,0,0,0,4,10193,CWE-617,14,210273,23,171,0,7,0,0,0,0,0,0,mongo,0.0025929808616638184,0.9216801524162292,1,1807,0,0,0,0,best_ensemble_pred,0,0,,,,,,,,0,0,0
0,0,1,1,0,402,CWE-476,3,210278,0,17,0,1,1,1,1,1,0,0,unicorn,-7.510185241699219e-06,0.923976480960846,1,95,1,1,0,0,best_ensemble_pred,1,0,,,,,,,,0,1,1
1,1,1,1,0,156,CWE-125,1,210282,0,9,0,0,1,1,1,1,1,1,qemu,0.0008178353309631348,0.9362382292747498,1,42,1,1,1,1,best_ensemble_pred,1,0,,,,,,,,0,1,1
1,1,1,1,7,3022,CWE-703,14,210283,1,96,0,2,1,1,1,1,1,1,dpdk,0.0,0.9723502397537231,1,686,1,1,1,1,best_ensemble_pred,1,0,,,,,,,,0,1,1
1,1,1,1,7,3121,CWE-703,14,210284,1,94,1,2,1,1,1,1,1,1,dpdk,0.010094106197357178,0.9999996423721313,1,717,1,1,1,1,best_ensemble_pred,1,0,,,,,,,,0,1,1
1,1,1,1,11,7558,CWE-416,29,210393,3,291,2,12,0,0,1,1,1,1,vim,0.0042459964752197266,0.9438459277153015,1,1670,1,1,1,1,best_ensemble_pred,1,0,,,,,,,,0,1,1
1,1,1,1,0,758,CWE-119,0,210420,0,24,4,0,1,1,1,1,1,1,ghostpdl,0.0015189647674560547,0.9340873956680298,1,149,1,1,1,1,best_ensemble_pred,1,0,,,,,,,,0,1,1
1,1,1,1,4,4521,CWE-120,2,210453,1,118,1,0,1,1,1,1,1,1,ghostpdl,0.0022016167640686035,0.9430464506149292,1,861,1,1,1,1,best_ensemble_pred,1,0,,,,,,,,0,1,1
1,1,1,1,1,2805,CWE-125,17,210484,3,97,4,2,1,1,1,1,0,0,linux,0.0039018988609313965,0.9605973958969116,1,701,1,1,1,1,best_ensemble_pred,1,0,,,,,,,,0,1,1
1,1,1,1,0,3834,CWE-125,15,210520,0,183,0,7,0,0,0,0,0,0,vim,0.0007871389389038086,0.9111355543136597,1,985,1,1,0,0,best_ensemble_pred,1,0,,,,,,,,0,1,1
1,1,1,1,1,1600,CWE-415,12,210527,0,65,1,2,1,1,1,1,1,1,linux,0.00237429141998291,0.9615964293479919,1,395,1,1,1,1,best_ensemble_pred,1,1,0,True,bounds_or_shape_check,medium,"Target function checks `if (err) goto xmit_failed;` after `mcba_usb_xmit`, which jumps to a cleanup block that frees the echo skb, frees the context, drops the skb, and increments tx_dropped, preventing the double-free/leak on the failure path.","The target function already contains an equivalent error-path guard that checks the URB submission return value and properly cleans up resources on failure, matching the repair obligation from the historical evidence.",,1,0,0
1,1,1,1,5,3190,CWE-125,23,210551,0,134,0,2,0,0,1,1,0,0,oniguruma,0.004279673099517822,0.9496668577194214,1,667,1,1,1,1,best_ensemble_pred,1,0,,,,,,,,0,1,1
1,1,1,1,9,2594,CWE-787,20,210570,1,70,5,5,1,1,1,1,1,1,radare2,0.0006409883499145508,0.9444939494132996,1,839,1,1,1,1,best_ensemble_pred,1,0,,,,,,,,0,1,1
1,1,1,1,2,1324,CWE-401,5,210571,0,45,1,1,0,0,1,1,1,1,linux,0.0013318657875061035,0.9534855484962463,1,276,1,1,1,1,best_ensemble_pred,1,0,,,,,,,,0,1,1
1,1,0,0,1,751,CWE-415,7,210620,1,30,2,0,0,0,0,0,0,0,linux,-0.0005533695220947266,0.9616374969482422,1,161,0,0,0,0,best_ensemble_pred,0,0,,,,,,,,0,0,0
1,1,1,1,0,702,CWE-416,5,210636,1,34,3,2,0,0,1,1,1,1,linux,0.0025817155838012695,0.9542214870452881,1,171,1,1,1,1,best_ensemble_pred,1,0,,,,,,,,0,1,1
1,1,1,1,126,34566,CWE-401,72,210669,1,974,3,21,1,1,1,1,1,1,ImageMagick6,0.0,0.9958339929580688,1,6649,1,1,1,1,best_ensemble_pred,1,0,,,,,,,,0,1,1
1,1,1,1,126,34742,CWE-835,70,210692,1,978,3,20,1,1,1,1,1,1,ImageMagick6,0.0032285451889038086,0.9999998807907104,1,6671,1,1,1,1,best_ensemble_pred,1,0,,,,,,,,0,1,1
1,1,1,1,26,3282,CWE-22,18,210700,2,116,11,4,1,1,1,1,1,1,squashfs-tools,0.011339426040649414,0.9275617003440857,1,786,1,1,1,1,best_ensemble_pred,1,0,,,,,,,,0,1,1
1,1,1,1,26,3285,CWE-22,18,210701,2,117,11,4,1,1,1,1,1,1,squashfs-tools,0.011339426040649414,0.9275617003440857,1,788,1,1,1,1,best_ensemble_pred,1,0,,,,,,,,0,1,1
1,1,1,1,22,2982,CWE-22,18,210702,2,106,7,4,1,1,1,1,1,1,squashfs-tools,0.011339366436004639,0.9275618195533752,1,715,1,1,1,1,best_ensemble_pred,1,0,,,,,,,,0,1,1
1,1,1,1,0,1122,CWE-863,5,210834,2,36,2,1,1,1,1,1,1,1,xserver,0.004378676414489746,0.9402438402175903,1,236,1,1,1,1,best_ensemble_pred,1,0,,,,,,,,0,1,1
1,1,1,1,13,2399,CWE-191,4,210866,0,76,0,0,1,1,1,1,1,1,xserver,0.00406193733215332,0.9305192232131958,1,451,1,1,1,1,best_ensemble_pred,1,0,,,,,,,,0,1,1
0,0,1,1,4,491,CWE-835,0,210887,0,14,0,0,1,1,1,1,1,1,qemu,0.00038635730743408203,0.9517393112182617,1,105,1,1,1,1,best_ensemble_pred,1,1,1,False,bounds_or_shape_check,high,"Target uses nc->info->receive(nc, buf, size) for loopback, whereas the historical fix replaced direct device receive calls with the safe qemu_receive_packet() API.","The target function still uses the unsafe direct receive call nc->info->receive() for loopback instead of the repaired qemu_receive_packet() API, so the specific API replacement repair obligation is not present.",verifier_not_no,0,1,1
1,1,1,1,0,1191,CWE-193,13,210896,0,42,0,4,1,1,1,1,1,1,spice,0.0020112991333007812,0.9453506469726562,1,220,1,1,1,1,best_ensemble_pred,1,0,,,,,,,,0,1,1
1,1,1,1,7,789,CWE-125,0,210904,0,36,0,0,1,1,1,1,1,1,curl,0.03812593221664429,0.988023579120636,1,203,1,1,1,1,best_ensemble_pred,1,0,,,,,,,,0,1,1
0,0,1,1,29,3475,CWE-200,1,210910,1,144,0,0,1,1,1,1,0,0,vim,0.003973543643951416,0.9494797587394714,1,921,1,1,0,0,best_ensemble_pred,1,0,,,,,,,,0,1,1
1,1,1,1,0,900,CWE-476,0,210928,1,39,0,0,0,0,1,1,0,0,linux,0.00790870189666748,0.9593801498413086,1,219,1,1,1,1,best_ensemble_pred,1,0,,,,,,,,0,1,1
0,0,0,0,10,22933,CWE-416,114,210944,12,761,0,32,0,0,0,0,0,0,vim,0.012569904327392578,0.9365551471710205,1,4675,0,0,0,0,best_ensemble_pred,0,0,,,,,,,,0,0,0
1,1,1,1,0,2509,CWE-20,12,211090,0,99,1,2,0,0,1,1,0,0,cifs-utils,-0.0013187527656555176,0.9476956129074097,1,586,1,1,1,1,best_ensemble_pred,1,0,,,,,,,,0,1,1
1,1,1,1,2,7299,CWE-22,61,211102,0,242,0,22,1,1,1,1,1,1,file-roller,0.04139620065689087,0.9889702796936035,1,1279,1,1,1,1,best_ensemble_pred,1,0,,,,,,,,0,1,1
1,1,1,1,0,1690,CWE-22,13,211103,0,50,0,6,0,0,1,1,0,0,file-roller,0.0022640228271484375,0.9607888460159302,1,279,0,0,1,1,best_ensemble_pred,1,0,,,,,,,,0,1,1
1,1,1,1,11,5119,CWE-787,14,211110,0,197,1,2,1,1,1,1,1,1,libtiff,0.007104694843292236,0.9407434463500977,1,1244,1,1,1,1,best_ensemble_pred,1,0,,,,,,,,0,1,1
1,1,1,1,0,534,CWE-416,2,211113,0,23,0,1,1,1,0,0,1,1,linux,0.001225590705871582,0.9620147943496704,1,116,1,1,1,1,best_ensemble_pred,1,1,1,False,bounds_or_shape_check,high,"The target function is a disconnect routine that unconditionally kills and frees URBs and unregisters the hardware, whereas the historical repair adds a conditional error-handling branch (goto err_deregister) to prevent use-after-free on a specific initialization failure path.","The historical repair addresses a missing conditional error path for use-after-free during initialization, which does not map to the unconditional cleanup sequence in the target disconnect function.",verifier_not_no,0,1,1
