author_no_yes_correct,author_no_yes_pred,best_ensemble_correct,best_ensemble_pred,bounds_keyword_count,char_len,cwe,error_handling_keyword_count,idx,lifecycle_keyword_count,line_count,memory_api_count,null_keyword_count,old_rag_correct,old_rag_pred,patch_contrast_correct,patch_contrast_pred,positive_weighted_rag_correct,positive_weighted_rag_pred,project,retrieval_pos_neg_margin_max,retrieval_top1_score,target,token_len_approx,yes_only_correct,yes_only_pred,zero_shot_correct,zero_shot_pred,base_pred_column,base_pred,repair_verifier_available,repair_verifier_pred,repair_present,repair_type,repair_confidence,repair_evidence,repair_reason,repair_override,repair_applied_pred,repair_applied_correct
0,1,0,1,3,3983,CWE-703,2,247290,0,88,0,2,0,1,0,1,0,1,tensorflow,-0.0030861496925354004,0.938434898853302,0,854,0,1,0,1,best_ensemble_pred,1,1,0,True,bounds_or_shape_check,high,"OP_REQUIRES(ctx, input_min.NumElements() == depth, ...); OP_REQUIRES(ctx, input.NumElements() > 0, ...); OP_REQUIRES(ctx, input.dims() == 4, ...); OP_REQUIRES(ctx, input.dim_size(3) == depth, ...);","The target function contains all four specific shape/bounds checks added by the historical patch, fully guarding the same risky operations.",1,0,1
0,1,0,1,2,1625,CWE-284,7,247337,1,76,1,3,0,1,0,1,0,1,rpm,0.003366529941558838,0.954359233379364,0,410,0,1,0,1,best_ensemble_pred,1,1,0,True,state_or_lifetime_repair,high,"Target function includes selfsig handling, expect/prevtag state tracking, pgpVerifySelf() verification, and the final `expect == 0` check in `rc = (digp && (p == pend) && expect == 0) ? 0 : -1;`","The target function already contains all the state and lifetime ownership checks introduced by the historical patch, fully guarding the same risky operations.",1,0,1
0,1,0,1,11,2972,CWE-362,3,247550,10,62,0,2,0,1,1,0,1,0,envoy,0.0003101229667663574,0.9403511881828308,0,632,0,1,0,1,best_ensemble_pred,1,0,,,,,,,0,1,0
1,0,0,1,0,1215,CWE-399,4,247755,0,41,0,0,1,0,1,0,1,0,cryptopp,-0.002728879451751709,0.92615807056427,0,335,1,0,0,1,best_ensemble_pred,1,0,,,,,,,0,1,0
0,1,0,1,13,7435,CWE-369,8,249510,13,214,18,1,0,1,0,1,0,1,libjxl,0.004830658435821533,0.9535616636276245,0,1704,0,1,0,1,best_ensemble_pred,1,1,0,True,added_guard,high,if (!delay_den) delay_den = 100;,"The target function already contains the exact guard added by the historical patch, which prevents a divide-by-zero (CWE-369) when delay_den is zero.",1,0,1
0,1,0,1,0,2973,CWE-476,11,249989,1,79,0,2,1,0,0,1,0,1,gpac,0.004356443881988525,0.9424921870231628,0,635,0,1,0,1,best_ensemble_pred,1,0,,,,,,,0,1,0
0,1,0,1,0,959,CWE-552,5,250692,0,26,0,0,0,1,0,1,0,1,drogon,0.0035899877548217773,0.9423331022262573,0,198,0,1,0,1,best_ensemble_pred,1,1,0,True,added_guard,high,if (fsFileName.has_parent_path() && !filesystem::exists(fsFileName.parent_path())),"The target function contains the exact guard added in the fixed version that checks whether the parent path exists before attempting to create directories, preventing path traversal/directory creation outside the intended upload directory.",1,0,1
0,1,0,1,0,4315,CWE-369,3,251946,1,92,0,3,1,0,1,0,1,0,tensorflow,0.0016223788261413574,0.9095786809921265,0,761,0,1,0,1,best_ensemble_pred,1,0,,,,,,,0,1,0
0,1,0,1,25,10240,CWE-20,40,252437,0,282,5,0,0,1,0,1,0,1,tinyexr,0.00923067331314087,0.9484859108924866,0,2029,0,1,0,1,best_ensemble_pred,1,1,0,True,added_guard,high,"} else if ((line_no > (2 << 20)) || (line_no < -(2 << 20))) {
          // Too large value. Assume this is invalid
          // 2**20 = 1048576 = heuristic value.
          invalid_data = true;","The target function already contains the exact bounds guard for `line_no` added by the historical patch, thus the vulnerability is already mitigated.",1,0,1
1,0,0,1,8,3886,CWE-125,0,253515,0,178,0,0,1,0,0,1,1,0,mruby,0.0,0.9405497312545776,0,1004,1,0,1,0,best_ensemble_pred,1,0,,,,,,,0,1,0
0,1,0,1,12,6915,CWE-703,27,253699,1,282,2,2,0,1,0,1,0,1,linux,0.0,0.9421263337135315,0,1768,0,1,0,1,best_ensemble_pred,1,1,0,True,error_handling,high,"ret = ccp_set_dm_area(&tag, 0, p_tag, 0, authsize); if (ret) { ccp_dm_free(&tag); goto e_final_wa; }","The target function already contains the specific error handling fix from the patch, which frees the tag workarea and jumps to e_final_wa when ccp_set_dm_area fails, preventing the resource leak.",1,0,1
0,1,0,1,9,4946,CWE-476,4,253970,0,99,0,3,1,0,0,1,0,1,tensorflow,0.01837158203125,0.9976662397384644,0,925,0,1,0,1,best_ensemble_pred,1,0,,,,,,,0,1,0
0,1,0,1,4,1611,CWE-252,8,255032,0,50,0,0,0,1,0,1,0,1,FFmpeg,0.005603015422821045,0.950453519821167,0,349,0,1,0,1,best_ensemble_pred,1,1,0,True,error_handling,high,"ret = init_get_bits8(&gb, buf, size); if (ret < 0) return ret;","The target function already contains the exact error-handling guard from the historical patch, replacing the vulnerable init_get_bits call with init_get_bits8 and checking its return value.",1,0,1
0,1,0,1,12,1139,CWE-787,11,255574,0,57,0,3,0,1,0,1,1,0,njs,0.0022968053817749023,0.9399200677871704,0,286,0,1,0,1,best_ensemble_pred,1,0,,,,,,,0,1,0
0,1,0,1,1,5427,CWE-20,5,255787,0,119,3,3,0,1,0,1,0,1,tensorflow,0.002513289451599121,0.9264550805091858,0,1045,0,1,0,1,best_ensemble_pred,1,1,0,True,bounds_or_shape_check,high,"OP_REQUIRES(ctx, input.dims() == 4, ...); OP_REQUIRES(ctx, input_max_vec.NumElements() == depth, ...); OP_REQUIRES(ctx, input_requested_min.NumElements() == 1, ...); OP_REQUIRES(ctx, input_requested_min_float < 0.0f, ...);","The target function contains all the shape and value validation guards introduced in the fixed patch, correctly placed before the corresponding data accesses.",1,0,1
0,1,0,1,9,10123,CWE-908,1,255807,0,213,0,0,1,0,0,1,0,1,tensorflow,0.0059667229652404785,0.9553877115249634,0,1690,0,1,0,1,best_ensemble_pred,1,0,,,,,,,0,1,0
1,0,0,1,21,3318,CWE-369,5,255932,0,80,1,0,1,0,1,0,1,0,tensorflow,0.006406426429748535,0.9360512495040894,0,627,1,0,0,1,best_ensemble_pred,1,0,,,,,,,0,1,0
0,1,0,1,2,4710,CWE-125,5,256138,3,116,3,1,1,0,0,1,0,1,tensorflow,0.0056043267250061035,0.9674717783927917,0,1144,1,0,0,1,best_ensemble_pred,1,0,,,,,,,0,1,0
0,1,0,1,11,1449,CWE-200,12,256441,0,48,0,0,1,0,0,1,0,1,pjproject,0.0011413097381591797,0.9622535705566406,0,312,0,1,0,1,best_ensemble_pred,1,0,,,,,,,0,1,0
0,1,0,1,0,552,CWE-703,3,256587,0,11,0,2,1,0,0,1,1,0,tensorflow,0.0,0.9777206778526306,0,109,1,0,1,0,best_ensemble_pred,1,0,,,,,,,0,1,0
0,1,0,1,2,2375,CWE-703,1,256947,0,58,0,0,1,0,1,0,1,0,tensorflow,0.0002384781837463379,0.9412029981613159,0,454,0,1,0,1,best_ensemble_pred,1,0,,,,,,,0,1,0
0,1,0,1,7,5002,CWE-703,6,257461,0,125,0,1,0,1,1,0,1,0,tensorflow,0.012466609477996826,0.9268859028816223,0,958,0,1,0,1,best_ensemble_pred,1,0,,,,,,,0,1,0
1,0,0,1,0,1900,CWE-369,3,258082,0,51,0,1,1,0,0,1,1,0,tensorflow,0.0014459490776062012,0.9671487808227539,0,358,1,0,1,0,best_ensemble_pred,1,0,,,,,,,0,1,0
0,1,0,1,5,3979,CWE-476,4,259081,2,97,1,2,1,0,1,0,0,1,tensorflow,0.0033867955207824707,0.9425183534622192,0,669,0,1,0,1,best_ensemble_pred,1,0,,,,,,,0,1,0
0,1,0,1,2,3091,CWE-416,17,259515,3,103,2,3,0,1,0,1,0,1,gpac,0.003953397274017334,0.9534635543823242,0,718,0,1,0,1,best_ensemble_pred,1,1,0,True,error_handling,high,"In the target function, when gf_bifs_dec_node returns NULL, the code executes `e = codec->LastError ? codec->LastError : GF_NON_COMPLIANT_BITSTREAM; goto exit;` instead of the vulnerable `return codec->LastError ? codec->LastError : GF_NON_COMPLIANT_BITSTREAM;`. Additionally, all internal error checks use `goto exit;` instead of `return e;`.","The target function already incorporates the fixed-side patch's error handling logic, using `goto exit` to properly unwind QP state before returning an error, rather than returning immediately which would skip cleanup and lead to use-after-free (CWE-416).",1,0,1
1,0,0,1,4,1217,CWE-787,4,259619,0,34,2,2,1,0,1,0,1,0,libjpeg,0.004355490207672119,0.9436853528022766,0,218,0,1,0,1,best_ensemble_pred,1,0,,,,,,,0,1,0
0,1,0,1,3,3595,CWE-703,1,259732,0,74,0,1,1,0,0,1,0,1,tensorflow,0.004748344421386719,0.9746449589729309,0,719,0,1,0,1,best_ensemble_pred,1,0,,,,,,,0,1,0
0,1,0,1,2,7575,CWE-787,29,261220,2,242,0,8,1,0,0,1,1,0,wolfMQTT,0.004338979721069336,0.9409051537513733,0,1108,0,1,0,1,best_ensemble_pred,1,0,,,,,,,0,1,0
0,1,0,1,1,1410,CWE-416,5,261769,1,55,7,2,0,1,1,0,0,1,njs,0.008463680744171143,0.9184064865112305,0,306,0,1,0,1,best_ensemble_pred,1,0,,,,,,,0,1,0
0,1,0,1,12,4564,CWE-703,27,262721,0,177,0,4,0,1,0,1,1,0,njs,0.010572075843811035,0.9620441198348999,0,817,0,1,0,1,best_ensemble_pred,1,0,,,,,,,0,1,0
0,1,0,1,4,2419,CWE-125,2,262803,0,51,0,0,0,1,0,1,0,1,tensorflow,0.057861387729644775,0.9999997019767761,0,387,0,1,0,1,best_ensemble_pred,1,1,0,True,added_guard,high,"OP_REQUIRES(context, ragged_nested_splits_len > 0, errors::InvalidArgument(...));","The target function already contains the exact bounds check added by the patch, which guards against the zero-length splits condition before the risky unbatching operation.",1,0,1
0,1,0,1,0,2266,CWE-703,9,263382,0,65,0,2,0,1,0,1,0,1,tensorflow,0.00047516822814941406,0.9510757923126221,0,578,0,1,0,1,best_ensemble_pred,1,1,0,True,bounds_or_shape_check,high,if (in_idx >= rank || in_idx <= -rank) { return errors::InvalidArgument(...); },"The target function already contains the exact bounds check from the fixed patch (in_idx >= rank || in_idx <= -rank), which guards the same risky operation and prevents the vulnerability.",1,0,1
0,1,0,1,1,1424,CWE-125,8,263521,0,35,0,0,1,0,1,0,0,1,tensorflow,0.0020111799240112305,0.9496238231658936,0,257,0,1,0,1,best_ensemble_pred,1,0,,,,,,,0,1,0
0,1,0,1,4,2392,CWE-345,10,264367,1,61,0,0,0,1,0,1,0,1,tensorflow,-0.00042563676834106445,0.9296160340309143,0,565,0,1,0,1,best_ensemble_pred,1,1,0,True,bounds_or_shape_check,high,"TensorShape shp_s; Status s = slice_s.SliceTensorShape(tss->shape(), &shp_s); if (!s.ok()) { ... return false; } if (checkpoint::TensorProtoDataSize<T>(sts.data().data()) != shp_s.num_elements()) { ... return false; }","The target function already contains the exact shape validation and data size check added by the historical patch, guarding the same risky CopyDataFromTensorSliceToTensorSlice operation.",1,0,1
0,1,0,1,0,1309,CWE-416,15,264657,0,42,0,6,0,1,0,1,0,1,gpac,-0.004740357398986816,0.9497281312942505,0,269,0,1,0,1,best_ensemble_pred,1,1,0,True,added_guard,high,"if (!node->sgprivate->num_instances) { node->sgprivate->num_instances = 1; gf_node_unregister(node, NULL); } and gf_node_unregister(node, NULL); gf_node_unregister(node, NULL);","The target function contains both the added guard checking num_instances before unregistering the non-compliant node and the replacement of the direct num_instances assignment with two gf_node_unregister calls for the compliant node, fully matching the historical patch.",1,0,1
1,0,1,0,1,2427,CWE-824,15,264715,0,71,0,2,1,0,1,0,1,0,tensorflow,0.008048951625823975,0.9468220472335815,0,563,1,0,1,0,best_ensemble_pred,0,0,,,,,,,0,0,1
0,1,0,1,1,1006,CWE-703,1,265432,0,23,0,0,0,1,0,1,0,1,tensorflow,-0.0028206706047058105,0.9555015563964844,0,172,0,1,0,1,best_ensemble_pred,1,1,0,True,added_guard,high,"bool indices_has_only_positive_elements = true; const size_t num_indices = positions->bytes / sizeof(PositionsT); for (size_t i = 0; i < num_indices; i++) { if (indexes[i] < 0) { indices_has_only_positive_elements = false; break; } } TF_LITE_ENSURE(context, indices_has_only_positive_elements);",The target function already contains the exact guard and loop from the fixed side of the diff that checks for negative indices and ensures all elements are positive before proceeding.,1,0,1
1,0,0,1,5,3362,CWE-276,17,267357,0,93,1,6,1,0,1,0,0,1,crun,0.0033065080642700195,0.94010329246521,0,587,0,1,0,1,best_ensemble_pred,1,0,,,,,,,0,1,0
0,1,0,1,5,2873,CWE-703,2,267917,0,66,0,1,0,1,0,1,0,1,tensorflow,0.008209466934204102,0.9963209629058838,0,536,0,1,0,1,best_ensemble_pred,1,1,0,True,added_guard,high,"OP_REQUIRES(context, num_segments_tensor.NumElements() != 0, errors::InvalidArgument(""Number of segments cannot be empty.""));","The target function contains the exact guard added in the historical patch, which checks that num_segments_tensor is not empty before accessing its scalar value.",1,0,1
0,1,0,1,18,7883,CWE-125,27,267985,7,310,9,9,0,1,0,1,0,1,radare2,0.01122128963470459,0.9741929173469543,0,2105,0,1,0,1,best_ensemble_pred,1,1,0,True,added_guard,high,"while (needle < to && needle < UT64_MAX - 4) { ... if (needle < to - 4) { ut32 n1 = r_read_le32 (buf + (needle - from)); ... rc = r_utf8_decode (buf + (needle - from), to - needle, NULL); ... char *w = (char *)buf + (needle + rc - from);","The target function contains all the specific bounds checks and operator precedence fixes from the historical patch, meaning the vulnerable-side behavior is no longer present.",1,0,1
0,1,0,1,22,11370,CWE-703,5,268104,0,236,2,3,0,1,1,0,1,0,tensorflow,0.0022434592247009277,0.9522072076797485,0,1995,0,1,0,1,best_ensemble_pred,1,0,,,,,,,0,1,0
0,1,0,1,26,3684,CWE-125,2,269323,0,82,0,0,0,1,0,1,0,1,tensorflow,0.005492687225341797,0.9519917964935303,0,828,1,0,0,1,best_ensemble_pred,1,0,,,,,,,0,1,0
0,1,0,1,3,7257,CWE-476,1,269330,0,141,0,1,0,1,0,1,0,1,tensorflow,0.004746079444885254,0.9698425531387329,0,1261,0,1,0,1,best_ensemble_pred,1,1,0,True,added_guard,high,"OP_REQUIRES(context, in_batch != 0, ...); OP_REQUIRES(context, in_rows != 0, ...); OP_REQUIRES(context, in_cols != 0, ...); OP_REQUIRES(context, in_depth != 0, ...);","The target function already contains the exact four OP_REQUIRES null/zero-dimension guard checks added by the historical patch, protecting the same risky operations.",1,0,1
0,1,0,1,30,16370,CWE-125,88,269941,1,487,0,28,0,1,0,1,0,1,ImageMagick,1.1920928955078125e-07,1.0000001192092896,0,3372,0,1,0,1,best_ensemble_pred,1,1,0,True,state_or_lifetime_repair,high,} while(z-- >= 2); quantum_info=DestroyQuantumInfo(quantum_info); ExitLoop:,"The target function already contains the specific DestroyQuantumInfo call added by the historical patch right before the ExitLoop label, meaning the resource leak vulnerability has been repaired.",1,0,1
1,0,1,0,2,278,CWE-369,5,270119,0,6,0,3,1,0,1,0,1,0,tensorflow,-0.02204376459121704,0.9530227184295654,0,49,1,0,1,0,best_ensemble_pred,0,0,,,,,,,0,0,1
0,1,0,1,4,1388,CWE-200,14,270767,1,65,2,2,0,1,0,1,0,1,barebox,0.003004133701324463,0.9476161599159241,0,299,1,0,0,1,best_ensemble_pred,1,0,,,,,,,0,1,0
0,1,0,1,4,1859,CWE-369,0,270922,1,39,0,0,0,1,0,1,0,1,tensorflow,0.02632439136505127,0.9604015350341797,0,308,1,0,0,1,best_ensemble_pred,1,0,,,,,,,0,1,0
0,1,0,1,9,4881,CWE-369,3,271526,0,106,0,2,1,0,0,1,1,0,tensorflow,0.003368377685546875,0.9606647491455078,0,812,0,1,0,1,best_ensemble_pred,1,0,,,,,,,0,1,0
1,0,0,1,9,2738,CWE-416,15,273091,3,95,0,1,0,1,1,0,1,0,owntone-server,0.001396775245666504,0.9518667459487915,0,680,1,0,0,1,best_ensemble_pred,1,0,,,,,,,0,1,0
0,1,0,1,0,8690,CWE-703,15,273407,0,183,0,15,0,1,0,1,0,1,tensorflow,-0.0010074377059936523,0.9643768668174744,0,1671,0,1,0,1,best_ensemble_pred,1,1,0,True,bounds_or_shape_check,high,"OP_REQUIRES(ctx, x_tensor->dims() == 2, errors::InvalidArgument(...)); OP_REQUIRES(ctx, cs_prev_tensor->dims() == 2, errors::InvalidArgument(...)); ... OP_REQUIRES(ctx, h_tensor->dims() == 2, errors::InvalidArgument(...));",The target function contains the exact same rank/shape invariant checks (OP_REQUIRES on dims()) for all the tensors that the historical patch added to the vulnerable version.,1,0,1
0,1,0,1,2,905,CWE-787,3,273880,1,29,0,0,0,1,0,1,0,1,uftpd,0.001555323600769043,0.9484755992889404,0,283,0,1,0,1,best_ensemble_pred,1,1,0,True,api_replacement,high,"snprintf(addr, sizeof(addr), ""%d.%d.%d.%d"", a, b, c, d);","The target function already uses the safe snprintf API with the sizeof(addr) bound, replacing the vulnerable sprintf call shown in the historical patch.",1,0,1
0,1,0,1,40,50746,CWE-288,122,274773,0,1828,0,19,0,1,0,1,0,1,mruby,-0.004718959331512451,0.9957659244537354,0,11152,0,1,0,1,best_ensemble_pred,1,1,0,True,state_or_lifetime_repair,high,"if (ci->cci > CINFO_NONE) { ci = cipop(mrb); mrb->exc = (struct RObject*)break_new(mrb, RBREAK_TAG_BREAK, proc, v); mrb_gc_arena_restore(mrb, ai); mrb->c->vmexec = FALSE; mrb->jmp = prev_jmp; MRB_THROW(prev_jmp); }","The target function already contains the fix, placing the mrb->exc assignment before mrb_gc_arena_restore, which prevents the newly created break object from being prematurely collected by the arena restore.",1,0,1
0,1,0,1,14,1988,CWE-787,8,274814,0,70,0,0,0,1,0,1,0,1,pjproject,0.0027285218238830566,0.9488303661346436,0,413,0,1,0,1,best_ensemble_pred,1,1,0,True,added_guard,high,"while (msg_len > 0 && msg->attr_count < attr_max_cnt) { ... } if (msg->attr_count == attr_max_cnt) { PJ_LOG(4, (THIS_FILE, ""Warning: max number attribute %d reached."", attr_max_cnt)); }","The target function contains both the loop guard and the post-loop warning log introduced by the patch, fully protecting the same risky operation.",1,0,1
1,0,0,1,0,1608,CWE-703,0,274865,0,35,0,0,1,0,1,0,1,0,tensorflow,0.004216611385345459,0.9537745118141174,0,265,1,0,0,1,best_ensemble_pred,1,0,,,,,,,0,1,0
0,1,0,1,1,2071,CWE-416,8,275525,0,77,0,0,1,0,1,0,1,0,njs,0.0010112524032592773,0.9546932578086853,0,424,0,1,0,1,best_ensemble_pred,1,0,,,,,,,0,1,0
0,1,0,1,0,3068,CWE-415,6,275987,2,82,0,0,0,1,1,0,0,1,micro-ecc,0.0,0.9337565898895264,0,665,0,1,0,1,best_ensemble_pred,1,0,,,,,,,0,1,0
0,1,0,1,0,1233,CWE-416,1,276447,4,29,1,0,0,1,0,1,0,1,tensorflow,-0.0038237571716308594,0.9547367095947266,0,231,0,1,0,1,best_ensemble_pred,1,1,0,True,state_or_lifetime_repair,high,"result->Unref();
      result.release();  // Needed due to the `->Unref` above, to prevent UAF","The target function already contains the exact `result.release()` call added by the historical patch, which properly prevents the use-after-free vulnerability after `result->Unref()`.",1,0,1
0,1,0,1,13,2212,CWE-787,11,276921,0,106,1,3,0,1,1,0,0,1,u-boot,0.0013740062713623047,0.9448509216308594,0,556,0,1,0,1,best_ensemble_pred,1,0,,,,,,,0,1,0
0,1,0,1,8,1845,CWE-703,1,276993,0,70,0,0,0,1,1,0,0,1,mruby,0.005135953426361084,0.9745779633522034,0,447,0,1,0,1,best_ensemble_pred,1,0,,,,,,,0,1,0
0,1,0,1,0,2092,CWE-787,4,277489,1,55,3,0,0,1,0,1,0,1,libmobi,0.0032393932342529297,0.9584067463874817,0,451,0,1,0,1,best_ensemble_pred,1,1,0,True,bounds_or_shape_check,high,if (pos < 0 || l < 0 || d + l > decoded + INDX_INFLBUF_SIZEMAX) and if (pos < 0 || l < 0 || s + l > decoded + INDX_INFLBUF_SIZEMAX),"The target function already incorporates the exact bounds checks (pos < 0 and using s instead of d) from the fixed side of the patch, preventing the out-of-bounds access vulnerability.",1,0,1
0,1,0,1,5,1360,CWE-787,4,279948,0,55,0,1,0,1,0,1,0,1,vim,-0.00045734643936157227,0.9543809294700623,0,332,0,1,0,1,best_ensemble_pred,1,1,0,True,added_guard,high,"if (VIsual_active) check_pos(curbuf, &VIsual);","The target function already contains the exact guard and check_pos call introduced by the historical patch, protecting the same risky operation.",1,0,1
0,1,0,1,0,1566,CWE-125,20,281119,1,72,1,2,0,1,0,1,0,1,ipsec,0.004206597805023193,0.9406472444534302,0,409,0,1,0,1,best_ensemble_pred,1,1,0,True,added_guard,high,if (dir >= XFRM_POLICY_MAX) { err = -EINVAL; goto out; },"The target function already contains the exact bounds check added by the patch, which guards against out-of-bounds access by ensuring 'dir' is less than XFRM_POLICY_MAX.",1,0,1
0,1,0,1,22,8590,CWE-787,25,281247,18,419,25,6,0,1,0,1,0,1,MilkyTracker,0.004247903823852539,0.9373185038566589,0,2339,0,1,0,1,best_ensemble_pred,1,1,0,True,added_guard|bounds_or_shape_check,high,header->insnum = f.readWord(); if (header->insnum > MP_MAXINS) return MP_LOADER_FAILED; header->patnum = f.readWord(); if (header->patnum > 256) return MP_LOADER_FAILED;,"The target function already contains the exact bounds checks for both insnum and patnum that were introduced in the historical patch, guarding the same vulnerable operations.",1,0,1
0,1,0,1,6,1419,CWE-189,5,281662,1,51,3,0,0,1,0,1,0,1,LibRaw,-0.013667941093444824,1.0000001192092896,0,533,0,1,0,1,best_ensemble_pred,1,1,0,True,bounds_or_shape_check,high,"int c, tag; ushort len;","The target function already applies the specific repair from the historical patch by declaring 'len' as 'ushort' instead of 'int', which prevents the signed integer overflow/bounds issue.",1,0,1
0,1,0,1,0,660,CWE-401,6,282862,0,25,1,1,0,1,0,1,1,0,linux,2.0444393157958984e-05,0.9631800055503845,0,153,0,1,0,1,best_ensemble_pred,1,0,,,,,,,0,1,0
0,1,0,1,1,1412,CWE-125,11,282984,0,51,0,1,1,0,1,0,1,0,LuaJIT,0.008090615272521973,0.9297592043876648,0,341,0,1,0,1,best_ensemble_pred,1,0,,,,,,,0,1,0
0,1,0,1,2,2155,CWE-125,16,285157,2,83,2,5,0,1,0,1,0,1,radare2,-0.004118025302886963,0.9708421230316162,0,534,0,1,0,1,best_ensemble_pred,1,1,0,True,added_guard|bounds_or_shape_check|api_replacement,high,In the moveable branch: `if (off > bin->ne_header->EntryTableLength) { break; }` and `ut16 segoff = r_read_le16 (bin->entry_table + off);` with `if (segnum > 0 && segnum < bin->ne_header->SegCount)`. In the fixed branch: `if (off + 2 >= bin->ne_header->EntryTableLength) { break; }` and `ut16 delta = r_read_le16 (bin->entry_table + off);`,"The target function contains all the specific bounds checks and API replacements from the historical patch, guarding the same risky out-of-bounds read operations.",1,0,1
0,1,0,1,9,1391,CWE-125,5,286739,0,45,0,0,0,1,0,1,0,1,swtpm,0.0013467669486999512,0.9482958912849426,0,242,0,1,0,1,best_ensemble_pred,1,1,0,True,bounds_or_shape_check,high,hdrsize = ntohs(bh->hdrsize); if (hdrsize != sizeof(blobheader)) { ... return TPM_BAD_DATASIZE; },"The target function already contains the exact bounds/shape check added in the historical patch, validating that hdrsize equals sizeof(blobheader) before using it to set dataoffset.",1,0,1
0,1,0,1,12,2969,CWE-362,40,289293,4,96,0,6,0,1,0,1,0,1,linux,0.0009225010871887207,0.9587963819503784,0,619,0,1,0,1,best_ensemble_pred,1,1,0,True,api_replacement,high,err = snd_pcm_oss_make_ready_locked(substream); if (err < 0) goto unlock;,"The target function already uses the patched API snd_pcm_oss_make_ready_locked inside the locked section instead of the vulnerable snd_pcm_oss_make_ready, fully incorporating the historical fix.",1,0,1
1,0,1,0,0,225,CWE-415,0,291761,0,9,1,0,1,0,1,0,1,0,linux,-0.004883468151092529,0.9429388046264648,0,47,1,0,1,0,best_ensemble_pred,0,0,,,,,,,0,0,1
0,1,0,1,3,1809,CWE-22,10,292205,0,60,0,5,0,1,0,1,0,1,hexchat,-0.0018833279609680176,0.9447061419487,0,422,0,1,0,1,best_ensemble_pred,1,1,0,True,state_or_lifetime_repair,high,"gboolean want_cap = FALSE; gboolean want_sasl = FALSE; ... g_strlcat (buffer, extension, sizeof(buffer)); ... for (x = 0; x < G_N_ELEMENTS(supported_caps); ++x) { if (!g_strcmp0 (extension, supported_caps[x])) ... }","The target function already incorporates all the repairs from the patch, including proper boolean initialization, safe bounded string concatenation via g_strlcat, and the iteration over a supported_caps array to validate requested capabilities.",1,0,1
0,1,0,1,34,19424,CWE-444,385,292609,0,960,0,0,0,1,0,1,0,1,puma,0.003126680850982666,0.9263651371002197,0,6037,0,1,0,1,best_ensemble_pred,1,1,0,True,bounds_or_shape_check,high,case 18: switch( (*p) ) { case 9: goto tr25; case 13: goto tr26; case 32: goto tr27; } if ( 33 <= (*p) && (*p) <= 126 ) goto tr25; goto st0; and case 19: switch( (*p) ) { case 9: goto st19; case 13: goto tr29; } if ( 32 <= (*p) && (*p) <= 126 ) goto st19; goto st0;,"The target function contains the exact bounds checks (33-126 and 32-126) and the tab (case 9) handling added by the historical patch in states 18 and 19, meaning the vulnerable-side behavior of unconditionally accepting characters is no longer present.",1,0,1
0,1,0,1,11,15337,CWE-476,23,293496,4,342,5,1,0,1,0,1,0,1,chafa,0.008756399154663086,0.9492707252502441,0,2190,0,1,0,1,best_ensemble_pred,1,1,0,True,added_guard,high,if (gif->frames == NULL) { return GIF_INSUFFICIENT_DATA; },"The target function already contains the exact NULL check on gif->frames added by the historical patch, guarding the same dereference risk.",1,0,1
1,0,1,0,0,393,CWE-125,2,293522,0,21,0,0,1,0,1,0,1,0,pjproject,-0.0020938515663146973,0.9402442574501038,0,91,1,0,1,0,best_ensemble_pred,0,0,,,,,,,0,0,1
0,1,0,1,3,1681,CWE-476,13,293750,0,72,0,3,0,1,1,0,1,0,radare2,0.0013915300369262695,0.9361079931259155,0,364,0,1,0,1,best_ensemble_pred,1,0,,,,,,,0,1,0
0,1,0,1,11,5668,CWE-787,23,293939,0,223,1,9,0,1,0,1,1,0,vim,0.0045683979988098145,0.939593493938446,0,1264,0,1,0,1,best_ensemble_pred,1,0,,,,,,,0,1,0
0,1,0,1,48,19161,CWE-787,31,295887,3,790,28,5,0,1,0,1,0,1,MilkyTracker,0.005740463733673096,0.9451104998588562,0,5967,0,1,0,1,best_ensemble_pred,1,1,0,True,bounds_or_shape_check,high,if (instr[y].size >= 4 && instr[y].size < 29),The target function already contains the exact lower-bound guard (>= 4) added by the historical patch to prevent out-of-bounds reads when instr[y].size is less than 4.,1,0,1
0,1,0,1,13,31465,CWE-416,110,296226,17,1132,16,42,0,1,0,1,1,0,vim,0.037874579429626465,0.9961702823638916,0,6936,0,1,1,0,best_ensemble_pred,1,0,,,,,,,0,1,0
0,1,0,1,23,6690,CWE-787,39,299319,0,243,0,9,0,1,0,1,0,1,ImageMagick,-1.1920928955078125e-07,1.0000001192092896,0,1447,0,1,0,1,best_ensemble_pred,1,1,0,True,state_or_lifetime_repair,high,"status=MagickTrue; is present immediately before the while (EOFBlob(image) == MagickFalse) loop, matching the fixed side of the patch.","The target function contains the exact state initialization (status=MagickTrue) added by the historical patch, ensuring the status flag is properly reset before the loop begins.",1,0,1
0,1,0,1,0,13109,CWE-264,96,299905,1,426,1,42,0,1,0,1,0,1,exim,0.005883634090423584,0.9490112662315369,0,2703,0,1,0,1,best_ensemble_pred,1,1,0,True,added_guard,high,"if (trusted_config) { if (fstat(fileno(config_file), &statbuf) != 0) ... }","The target function already uses the patched guard condition `trusted_config` instead of the vulnerable `!config_changed`, meaning the repair is present and protects the same fstat/ownership check path.",1,0,1
